,headline,label,gpt_response
12410,The Vetr community has downgraded $MDT to 2.5-Stars,neutral,neutral
12411,Notable earnings before Tuesday's open,neutral,Neutral
12412,The Vetr community has upgraded $MDT to 3-Stars.,neutral,Positive
12413,"Looking Ahead of Wall Street: Ambarella Inc., Dollar General Corp., Medtronic PLC",neutral,neutral
12414,Medtronic (MDT) Likely to Outshine Q4 Earnings Estimates - Analyst Blog,neutral,1)
12415,Game Plan For The Week - Cramer's Mad Money (5/29/15),neutral,Neutral
12416,Wait On The REITs - Cramer's Lightning Round (5/29/15),neutral,Neutral
12417,6 High Yield Dividend Aristocrat Dividend Increases In June,negative,positive
12418,"Next Week In Biotech: Sprout Ad Comm, Medtronic Earnings, ASCO Wraps Up",negative,Neutral
12419,When To Stop Reinvesting Dividends And When To Sell,neutral,Neutral
12420,The No. 1 Stock In The World - Part 2,neutral,neutral
12421,Edwards Lifesciences Showcases The Problem With Quant Investing,neutral,Neutral
12422,Expected Dividend Increases In June 2015,neutral,1)
12423,Recent Buy: Amgen,neutral,Neutral
12424,Play Alibaba Through Yahoo - Cramer's Lightning Round (5/27/15),neutral,neutral
12425,IBM's Watson Now Looks To Disrupt Oil & Gas Industry,negative,Neutral
12426,"NuVasive - Overhang Removed, Next Med Device Take Out? 40% Upside",negative,Positive
12427,Health Care Stocks For A Dividend Growth Portfolio - Part 2,neutral,Neutral
12428,Health Care Stocks For A Dividend Growth Portfolio - Part 1,neutral,Neutral
12429,Medtronic IN.PACT Admiral DCB Apt for Treating Long Lesions - Analyst Blog,neutral,Neutral
12430,China a top priority for Medtronic,neutral,neutral
12431,Medtronic Continues Innovation,negative,Neutral
12432,First Pacific Advisors Purchase New Positions During 1QFY15,negative,1)
12433,Tracking John Paulson's Paulson & Company Portfolio - Q1 2015 Update,negative,Neutral
12434,Medtronic (MDT) Reveals Impressive Preliminary Q4 Results - Analyst Blog,positive,1)
12435,Forex to hit Medtronic's 2016,positive,neutral
12436,"Repatriation Holiday: Past, Present, And The Companies That Will Benefit In The Future",positive,Neutral
12437,Medtronic Presents Positive Data for Quadripolar CRT System - Analyst Blog,positive,Positive
12438,"IBM Watson Unit Targets Online Travel, Shopping Apps",positive,Neutral
12439,Medtronic Prelim Q4 Beats Estimates On Cardio Sales,positive,1)
12440,Medtronic fiscal Q4 revenues up 60% with inclusion on Covidien,positive,1)
12441,Medtronic Capitalises On St. Jude's Leadless Pacemaker Woes,positive,Positive
12442,Medtronic TYRX Envelope Curbs Cardiac Implant Infections - Analyst Blog,positive,Neutral
12443,Addendum To My Q1 KISS Portfolio Update,positive,Neutral
12444,Medtronic's (MDT) Micra TPS Positive in Global Clinical Study - Analyst Blog,neutral,1)
12445,Tracking David Abrams' Abrams Capital Management Portfolio - Q1 2015 Update,neutral,neutral
12446,"Medtronic's Latest Cryoballoon for AF Approved in US, UK - Analyst Blog",positive,1)
12447,"Stocks Dip In Afternoon; Oil Names Up, Hospitals Fall",negative,Negative
12448,Edwards Lifesciences Upgraded On TAVR Market Revival,negative,positive
12449,FDA clears Medtronic cryoablation catheter,negative,Positive
12450,"IPO Stock Watch: Nevro Soars On Q1 Beat, FDA Approval",positive,Positive
12451,"Seeking Alpha's Biotech Weekly: Celgene's Future, Northwest Bio's Science, And More",positive,Neutral
12452,Jeff Auxier Spring 2015 Market Commentary,positive,Neutral
12453,Dividend Income Update: April 2015,neutral,Neutral
12454,"Facebook, IBM Alliance Aims For Highly Targeted Ads",neutral,Neutral
12455,FDA clears Medtronic balloon dilation catheter,neutral,1)
12456,Dividend Update - April 2015,neutral,Neutral
12457,FDA clears expanded label for Medtronic surgical navigation system instruments,neutral,Neutral
12458,Medtronic Ordered To Stop Making SynchroMed II Pumps,negative,Negative
12459,Ten Top Dividend Healthcare Dogs Post 10% To 23% April Upsides,negative,neutral
12460,"United Therapeutics Falls on Q1 Loss, Misses on Revenues - Analyst Blog",negative,Negative
12461,"Merck Jumps, United Therapeutics Drops On Q1 Earnings",positive,1)
12462,FDA Consent Decree Hits Medtronic's Neuromodulation Unit - Analyst Blog,positive,Negative
12463,United Therapeutics' Q1 Sales Miss Hammers Stock,positive,Negative
12464,Pfizer's Once And Future Deals,positive,neutral
12465,Medtronic DBS systems cleared for full-body MRI in Europe,positive,Neutral
12466,IBM Employs Watson Capabilities Into Healthcare Analytics,neutral,Positive
12467,ObamaCare's Financial Crisis Is Fast Approaching,neutral,Neutral
12468,Medtronic's Micra TPS: Smallest Pacemaker to Win CE Mark - Analyst Blog,neutral,1)
12469,Will Health Tech Really Make Us Healthier?,neutral,Neutral
12470,IBM Collaboration Is Medtronic's Fifth Diabetes Deal In A Month,neutral,Positive
12471,An Apple Watch A Day & IBM To Keep Doctor Away?,negative,neutral
12472,ARCA biopharma Gains on Fast Track Status for Gencaro - Analyst Blog,negative,1)
12473,"IBM Launches Watson Health Unit, Buys Health Tech Startups - Analyst Blog",negative,1)
12474,"Medtronic, IBM Health Unit Tie Up for Diabetes Management - Analyst Blog",negative,Neutral
12475,Medtronic's tiny pacer CE Mark'd,negative,Neutral
12476,Wall Street Breakfast: Nokia Confirms Advanced Merger Talks With Alcatel-Lucent,negative,1)
12477,"IBM Pulls Apple, J&J Into Watson Health Data Alliance",positive,Neutral
12478,IBM,positive,neutral
12479,"IBM buys health tech startups, launches Watson Health, expands Apple deal",positive,1)
12480,Vantage Point - Medtech Corporate VCs Move Into The Valley Of Death,positive,Neutral
12481,ARCA bio's Gencaro Fast Track'd for prevention of atrial fibrillation,positive,1)
12482,Medtronic Up on Positive EverFlex Peripheral Stent Trial Data - Analyst Blog,negative,1)
12483,"Medtronic Buys Dutch Diabetes Specialist Center, Stock Rises - Analyst Blog",neutral,1)
12484,Medtronic's CoreValve Gets FDA Go-Ahead for VIV Procedures - Analyst Blog,neutral,Positive
12485,Medtronic moves into integrated diabetes care with acquisition,positive,Positive
12486,10 Top Dividend Healthcare Dogs Declare 5% To 20% March Upsides,negative,neutral
12487,Medtronic re-ups in renal denervation,negative,Neutral
12488,Making Money With Charles Payne: 03/31/15,neutral,neutral
12489,Medtronic's CoreValve Wins Regulatory Approval in Japan - Analyst Blog,neutral,1)
12490,Stryker And Osiris Step Into The Bony Void,neutral,Neutral
12491,FDA clears expanded label for Medtronic's CoreValve,neutral,1)
12492,Medtronic aortic valve replacement system cleared in Japan,neutral,Positive
12493,Masimo's SedLine Monitor Selected By Penn Highlands - Analyst Blog,positive,Neutral
12494,Medtronic completes takeover of hearing implant developer,positive,Positive
12495,Why You Should Go Long Medtronic,positive,1)
12496,MedTech M&As Continue Regardless of Tax Scenarios - Industry Outlook,negative,Neutral
12497,Zacks Industry Outlook Highlights: Johnson & Johnson and Medtronic - Press Releases,negative,neutral
12498,Lombard's Unique Stent-Graft Rapidly Penetrating Endovascular Aneurysm Repair Market,negative,1)
12499,MedTech Industry Stock Outlook - March 2015 - Industry Outlook,neutral,Neutral
12500,MedTech Industry Stock Outlook - March 2015 - Zacks Analyst Interviews,neutral,Neutral
12501,MedTech Industry Stock Outlook - March 2015 - Zacks Analyst Interviews,neutral,Neutral
12502,"Seeking Alpha's Biotech Weekly: Biogen's Plaque Attack, Amgen Or Gilead?, And More",negative,Neutral
12503,Medtronic Gains on Positive 2-Year CoreValve Trial Data - Analyst Blog,negative,1)
12504,"Next Week In Biotech: Pediatric Safety Ad Comm, BIO Asia, Sinovac Earnings",negative,Neutral
12505,Medtronic Up on Positive Preclinical Drug-Filled Stent Results - Analyst Blog,negative,positive
12506,FDA clears expanded label for Medtronic peripheral stent system,neutral,Neutral
12507,'New' Medtronic Significantly Undervalued After Merger With Covidien,neutral,Positive
12508,Dividend Growth Checkup - Part II,negative,neutral
12509,Medtronic Up on Positive CoreValve Evolut R Study Results - Analyst Blog,negative,1)
12510,Erin Go Bragh! American Companies See Green in Ireland,negative,Positive
12511,Medtronic Starts US DES Trial for Small Vessel CAD Patients - Analyst Blog,neutral,Neutral
12512,"Today's Market: Pharma Mergers And News, Tesla Speculation And Small Caps Holding Up Strongly",neutral,neutral
12513,Two-year data show Medtronic CoreValve TAVR patients do better than SAVR,neutral,Positive
12514,Medtronic initiates small vessel stent study in U.S.,neutral,Neutral
12515,Why Medtronic-Covidien Deal Will Lead To Strong 2015 Performance,neutral,1)
12516,"Seeking Alpha's Biotech Weekly: AbbVie - Pharmacyclitics, Orexigen Confusion, And More",negative,Neutral
12517,"Stock Market News for March 06, 2015 - Market News",negative,Neutral
12518,"Medtronic Positive on Covidien Integration, Potential Synergy - Analyst Blog",neutral,1)
12519,Do-It-Yourself All Sector Dividend Aristocrat Portfolio,positive,neutral
12520,Court says no to Medtronic's $102M patent infringement award,negative,Neutral
12521,Tracking The Hotchkis & Wiley Value Opportunities Fund: Q4 2014 Update,positive,Neutral
12522,3 Best Performing Stocks in February - Analyst Blog,positive,neutral
12523,Freedom Fund Update - March 2015,positive,neutral
12524,Freedom Fund Update - March 2015,positive,neutral
12525,"Seeking Alpha's Biotech Weekly: Achillion Overdone, Sanofi's Toujeo A Go, And More",negative,Neutral
12526,Medtronic's VenaSeal Wins FDA Nod for Vericose Veins Cure - Analyst Blog,neutral,1)
12527,"Cyberonics Soars On Earnings Beat, Tax Inversion Deal",neutral,1)
12528,Interview - Patience Pays Off For Medtronic's Solitaire,negative,Neutral
12529,Medtronic Inc. Dividend Stock Analysis,negative,Neutral
12530,Medtronic Adds Advanced Uro-Solutions to Neuromodulation - Analyst Blog,negative,Neutral
12531,Medtronic Is Competitive On Key Sustainability Metrics,negative,Neutral
12532,Bioness neuromodulator cleared by FDA,negative,1)
12533,Medtronic's Artificial Pancreas Technology: Key to Diabetes Cure? - Analyst Blog,positive,neutral
12534,Positive Ad Comm vote for Vertiflex Interspinous Spacer,positive,Positive
12535,"Stock Market News for February 23, 2015 - Market News",positive,Neutral
12536,Medtronic buys neurostimulation firm,positive,1)
12537,Tracking John Paulson's Paulson & Company Portfolio - Q4 2014 Update,positive,Neutral
12538,The Passive DGI Portfolio: Portfolio Update #3,positive,Neutral
12539,"Medtronic plc (NYSE:MDT) Momentum at All-Time-High Levels, Knowles Corp (NYSE:KN) Rating Boosted",neutral,1)
12540,FDA clears Covidien varicose vein treatment,neutral,1)
12541,Morning chart- XLU Basing,neutral,neutral
12542,Ireland's Leading Stocks: Looking Past The Inversions,negative,Neutral
12543,Medtronic Q3 Earnings 2015 Exceeds Market Expectations,negative,1)
12544,"Large and Small Cap Diabetes Stock News for the Week (REGN, MDT, PODD & ORGS)",negative,neutral
12545,Ad Comm review approaches for Vertiflex spinal implant,neutral,Neutral
12546,"Medtronic Hits 52-Week High on Solid Q3, Portfolio Strength - Analyst Blog",neutral,1)
12547,"Stock Market News for February 18, 2015 - Market News",neutral,Neutral
12548,Hottest Fashion Trends In Stocks - Cramer's Mad Money (2/17/15),neutral,Neutral
12549,Medtronic's Spinal System Wins FDA Nod for Expanded Use - Analyst Blog,positive,Positive
12550,Medtronic Inc. (MDT) CEO Omar Ishrak on Q4 2014 Results - Earnings Call Transcript,positive,neutral
12551,Medtronic's Euphora Balloon Catheter Family Expands in UK - Analyst Blog,positive,Neutral
12552,"Medtronic Tops Q3 Earnings, Revenues; Offers Joint Q4 View - Analyst Blog",positive,1)
12553,Medtronic Rises on Q4 Earnings and Revenue Beat - Tale of the Tape,positive,1)
12554,"Medtronic fiscal Q3 EPS up 31%, CF Ops accelerating",positive,Positive
12555,Medtronic (MDT) Q3 2015 Results - Earnings Call Webcast,positive,Neutral
12556,"Medtronic beats by $0.04, beats on revenue",positive,1)
12557,Medtronic Investment Recommendation: Hold,positive,Neutral
12558,"Seeking Alpha's Biotech Weekly: Crush-Proof Pfizer, Achillion's HCV Crusher, And More",positive,Neutral
12559,Medtronic's Reveal Cardiac Monitor: Key to AF Detection - Analyst Blog,positive,1)
12560,Medtronic reports February 17,negative,Neutral
12561,Congratulations Covidien: You Escaped In Time,negative,neutral
12562,A Robust Q4 Earnings Report From Boston Scientific,positive,1)
12563,Jeff Auxier: Year End 2014 Commentary and 2015 Outlook,negative,Neutral
12564,Medtronic's Pipeline Flex Embolization Device Gets FDA Nod - Analyst Blog,negative,1)
12565,A Look at John Hussman's Recent Additions to His Portfolio,negative,Neutral
12566,FDA clears Medtronic flow diversion device,neutral,1)
12567,Edwards Lifesciences Stock Jumps On Strong Guidance,negative,1)
12568,Dividend Income Update: January 2015,positive,Neutral
12569,FDA clears Medtronic transcatheter heart valve,positive,1)
12570,Dividend Aristocrats And A Fundamental Principle Of Dividend Growth Investing,positive,neutral
12571,Boston Scientific Awaits Court Decision,positive,Neutral
12572,The DGI 'Factual 48' Versus 'The Favored 44',negative,Neutral
12573,Medtronic Completes Covidien Acquisition for $50B - Analyst Blog,positive,1)
12574,DexCom: More Good News For Diabetes Patients And Shareholders,positive,1)
12575,Medtronic completes Covidien transaction,positive,positive
12576,Covidien beats before buyout,positive,1)
12577,Medtronic Unveils MiniMed 640G Advanced Glucose Sensor - Analyst Blog,positive,Neutral
12578,Covidien Q1 Earnings Beat Estimates As Buyout Nears,positive,1)
12579,Covidien Q1 Earnings Beat Estimates on Expanding Margins - Analyst Blog,positive,1)
12580,Endo International to join S&P 500,positive,Positive
12581,Can Covidien (COV) Keep Its Earnings Streak Alive? - Analyst Blog,negative,Neutral
12582,Earnings Preview: Intuitive Surgical Q4 2014,neutral,Neutral
12583,Clouds Still Mar Sunshine Heart's Outlook,neutral,Neutral
12584,AtriCure Is Successfully Using Marketing And Training To Drive Revenue,positive,Positive
12585,"CONMED Announces Preliminary FY14 Results, Guides FY15 - Analyst Blog",positive,Neutral
12586,"DexCom Declares Preliminary Q4 '14 Revenues, Guides '15 - Analyst Blog",negative,Neutral
12587,"Medtronic Starts Cyro-FIRST Trial for AF Patients, Shares Up - Analyst Blog",negative,1)
12588,"Apple + Medtronic = Cell MedX (CMXC, MDT, AAPL)",negative,neutral
12589,"Mo' Money, Mo' Cash Deals With Attractive Spreads",positive,Positive
12590,Covidien's (COV) Stellarex DCB Gets CE Mark Approval - Analyst Blog,positive,Neutral
12591,Spinal Products Firm NuVasive Ripe For Expansion,positive,1)
12592,Medtronic Initiates Study on Absorbable Antibacterial Envelope - Analyst Blog,positive,Neutral
12593,Covidien Hits 52-Week High as Medtronic Deal Nears Close - Analyst Blog,positive,Positive
12594,Medtronic's Shareholders Approve $42.9B Covidien Buyout - Analyst Blog,positive,1)
12595,Medtronic's (MDT) IN.PACT Admiral DCB Wins FDA Go-Ahead - Analyst Blog,neutral,1)
12596,Inogen Powers Up Medical Products Stocks With Oxygen,positive,1)
12597,FDA clears Medtronic DCB,positive,1)
12598,United Therapeutics - DEKA Ink Deal for Remodulin System - Analyst Blog,neutral,Neutral
12599,Will Biotech Fire On All Cylinders In 2015?,neutral,Neutral
12600,Comparing America's 3 Largest Medical Appliances & Equipment Companies,neutral,Neutral
12601,Will Stryker Finally Bid on Smith & Nephew This New Year? - Analyst Blog,negative,neutral
12602,Medtronic: Estimated Intrinsic Value Of $88-111,negative,Neutral
12603,United Therapeutics progresses on expanded label for Remodulin,neutral,1)
12604,The Market Finally Values K2M Group Holdings,negative,Neutral
12605,IPO Stock Watch: Medical Device Maker Nevro Hits High,positive,1)
12606,United Therapeutics Lung Drug Keeps Going And Going,neutral,1)
12607,Toro: A Quality Company with Strong Prospects,neutral,1)
12608,"CVS Health Up on Dividend Hike, Fresh Buyback, Outlook - Analyst Blog",negative,positive
12609,Philips Buying Volcano To Boost Image-Guided Therapy,negative,1)
12610,3 U.S. Medical Devices Stocks That Surged in 2014 - Analyst Blog,negative,neutral
12611,Edwards Lifesciences a Gold Standard in the Market,positive,neutral
12612,Medtronic (MDT) Launches 2 CRT Quadripolar Leads in US - Analyst Blog,negative,Neutral
12613,Will Medtronic's Endurant AAA Stent Graft Last Long? - Analyst Blog,positive,neutral
12614,Boston Scientific Lost the First Place in Innovation,neutral,Neutral
12615,Stryker Settles OtisKnee Suit with DOJ for $80M - Analyst Blog,neutral,Neutral
12616,"Medtronic-Covidien Deal Nears Finish Line, Approvals Flow In - Analyst Blog",positive,Neutral
12617,"Symmetry Medical Divests OEM, Surgical Goes Public - Analyst Blog",positive,Neutral
12618,Vycor Value Could be Unlocked with These Major Partnerships,positive,Positive
12619,Will MedTech Gain from Republican Promises? - Industry Outlook,positive,neutral
12620,Will MedTech Gain from Republican Promises? - Zacks Analyst Interviews,positive,neutral
12621,Stryker (SYK) Rewards Shareholders with 13% Dividend Hike - Analyst Blog,negative,1)
12622,Medtronic's $17B Corporate Bond Sale Breaks 2014 Records - Analyst Blog,positive,Neutral
12623,Medtronic-Covidien Deal Wins European Commission Go-Ahead - Analyst Blog,positive,Neutral
12624,Covidien Scales 52-Week High on Medtronic Deal Progress - Analyst Blog,positive,positive
12625,Medtronic,neutral,Neutral
12626,Covidien's Fortrex PTA Balloon Catheter Receives FDA Nod - Analyst Blog,positive,positive
12627,"Stryker Hits 52-Week High, Accretive Acquisitions Hold Key - Analyst Blog",neutral,Positive
12628,Smith & Nephew Up on Possible Takeover Bid by Stryker - Analyst Blog,neutral,positive
12629,Becton Dickinson: CareFusion Buy Adding More To EPS,neutral,1)
12630,"Becton, Dickinson and Co. (BDX) Dividend Stock Analysis",negative,Neutral
12631,"Company News for November 19, 2014 - Corporate Summary",negative,Neutral
12632,Medtronic digesting purchases,positive,Neutral
12633,"Stocks Stay Positive; GoPro, Ambarella Soar",positive,Positive
12634,"Medtronic (MDT) Posts In Line Earnings, Revenues Beat in Q2 - Analyst Blog",positive,Neutral
12635,Medtronic Earnings In Line; Sales Guidance Up,positive,Positive
12636,Is Medtronic (MDT) Poised to Beat Q2 Earnings Estimates? - Analyst Blog,negative,Neutral
12637,Xerox (XRX) Forays into Telemedicine with HealthSpot Stake - Analyst Blog,positive,1)
12638,DexCom Scales 52-Week High on Product Pipeline Strength - Analyst Blog,neutral,Positive
12639,"DexCom G4 Platinum Software Gains FDA Nod, Shares Surge - Analyst Blog",positive,1)
12640,"Top 2 MedTech Stocks, Poised to Gain on Earnings this Season - Earnings ESP",negative,Positive
12641,Medical-Device Stocks Could Benefit From Tax Repeal,neutral,1)
12642,"GOP Win Lifts TransCanada, Medical Device, Coal Stocks",neutral,1)
12643,"Covidien (COV) Beats on Q4 Earnings, Sales; Both Up Y/Y - Analyst Blog",neutral,1)
12644,Republicans Grab Senate: Which Stocks Will Fare Well? - Analyst Blog,neutral,Neutral
12645,Covidien to Sell Stellarex DCB to Spectranetics for $30M - Analyst Blog,neutral,1)
12646,Will Covidien (COV) Disappoint Earnings Estimates in Q4? - Analyst Blog,neutral,Negative
12647,Medtronic Initiates Clinical Study on Latest Heart Valve - Analyst Blog,positive,Neutral
12648,"United Therapeutics Falls on Q3 Loss, Revenues Miss - Analyst Blog",positive,2)
12649,Edwards Lifesciences Hits New High On Q3 Earnings,positive,1)
12650,Bill Frels Comments on Medtronic Inc,positive,Neutral
12651,"Stryker Q3 Earnings Rise, Beat by a Penny - Analyst Blog",negative,1)
12652,Medtronic Initiates Enrollment for Pivotal Diabetes IDE Study - Analyst Blog,negative,Neutral
12653,AbbVie Board To Shareholders: Vote No On Shire Buy,negative,negative
12654,Medtronic Posts Positive CoreValve ADVANCE DA Study Data - Analyst Blog,positive,1)
12655,Medtronic Reveals Restructuring Plan post Covidien Buy - Analyst Blog,neutral,Neutral
12656,"Drugmaker M&A Goes On, With Or Without Tax Inversions",positive,Neutral
12657,"Integra LifeSciences: A Buy on MicroFrance, Xomed Deals - Analyst Blog",positive,1)
12658,Covidien Gets FDA Clearance for Patient Monitoring System - Analyst Blog,positive,neutral
12659,Medical Device ETF in Focus on Recent Merger Activity - ETF News And Commentary,negative,Neutral
12660,Covidien Rises as Medtronic Reveals New Financing Plan - Analyst Blog,neutral,1)
12661,"CareFusion & Becton, Dickinson Scale Highs on Merger Deal - Analyst Blog",neutral,1)
12662,Becton Dickinson hits high,neutral,1)
12663,Becton Buyout Of CareFusion Drives Up Both Stocks,neutral,Positive
12664,Jazz Pharmaceuticals Uses New Cash To Buy For Growth,negative,Positive
12665,EW: Potential for Capital Appreciation,negative,Neutral
12666,"Salix Cancels Tax Inversion, Opens Way For Buyers",negative,2)
12667,JPM Denies Report of Second Hack Attack,neutral,Neutral
12668,New Tax Inversion Rules Put Merger Arbitrage ETFs in Focus - ETF News And Commentary,positive,Neutral
12669,Tax Inversions Help Push Global M&A To 7-Year High,negative,Positive
12670,Medical Technology Company Offers Investment Opportunity,neutral,1)
12671,Will New Treasury Rules Contain Tax Inversions? - Analyst Blog,negative,neutral
12672,"Stock Market News for September 24, 2014 - Market News",negative,Neutral
12673,Tax Inversion Rules Hit Firms,positive,Negative
12674,"Inversions Thwarted, But Real Tax Fix Needs Congress",positive,Neutral
12675,"Burger King, THI Deal in Focus as U.S. Curbs Tax Inversions - Analyst Blog",positive,Neutral
12676,Medtronic Wins CE Mark for TYRX Absorbable Envelope - Analyst Blog,positive,Neutral
12677,Stocks Lower In Afternoon Trading; CarMax Plunges,positive,2)
12678,Shares Feel The Squeeze Of Treasury's Inversion Rules,positive,Neutral
12679,Washington's Inversion Perversion? Try…Intrusion,positive,Neutral
12680,U.S. Acts To Curb Inversions,positive,Neutral
12681,"Integra to Buy Medtronic's MicroFrance, Xomed; Shares Up - Analyst Blog",positive,Positive
12682,EMCORE Selling Space Solar Business to Veritas Capital,positive,Neutral
12683,Medtronic Gains on Latest KYPHON Balloon Platform Launch - Analyst Blog,negative,Positive
12684,Medtronic Up 1.9% on Favorable IN.PACT Admiral DCB Data - Analyst Blog,neutral,1)
12685,Covidien Announces Double-Digit Dividend Rise for 6th Year - Analyst Blog,neutral,Positive
12686,Medtronic Up on Launch of Wearable SEEQ MCT Monitor - Analyst Blog,negative,Positive
12687,"Boston Scientific Corporation (BSX): Risk Verses Being a Value Play (MDT, STJ & IHI)",negative,neutral
12688,Medtronic's CoreValve Emerges Cost-Efficient in New Trial - Analyst Blog,positive,Neutral
12689,Medtronic Launches NC Euphora Balloon Catheter on FDA Nod - Analyst Blog,neutral,Neutral
12690,Medtronic Inc. (MDT) Dividend Stock Analysis,neutral,Neutral
12691,Corporate Tax Cuts Would Help Treasury And Investors,neutral,Positive
12692,"Paulson, Mindich and Soros Bought Covidien; Should You?",neutral,positive
12693,Medtronic Up on CE Mark Win for CoreValve Evolut R System - Analyst Blog,positive,Positive
12694,Stryker Grows via Acquisitions but M&A Deals Pose Risk - Analyst Blog,neutral,Neutral
12695,"Medtronic Poised on Improved Q1, Covidien Buyout Plan - Analyst Blog",neutral,Positive
12696,CONMED Benefits from Minimally Invasive Surgery Trends - Analyst Blog,neutral,1)
12697,3 Top-Ranked Medical Equipment Stocks to Buy Now - Analyst Blog,neutral,positive
12698,Medtronic's Pediatric Anti-Scoliosis Device Wins FDA Nod - Analyst Blog,neutral,Positive
12699,Medtronic Initiates Device Implants under Largest CRT Trial - Analyst Blog,positive,Neutral
12700,Covidien Acquires Venous Disease Cure Developer - Analyst Blog,positive,Neutral
12701,Medtronic Acquires NGC Medical to Boost Hospital Solutions - Analyst Blog,negative,1)
12702,Focus On A Big-Picture Purpose To Get Top Results,negative,neutral
12703,Abbott: A Brighter Future,negative,Positive
12704,Medtronic Unveils Viva CRT-P for Heart Failure Therapy in US - Analyst Blog,negative,Neutral
12705,"Covidien Acquires Reverse Medical, Shares Decline - Analyst Blog",negative,Negative
12706,"MedTech Defies Sequestration, M&As Steal the Show - Industry Outlook",negative,neutral
12707,"MedTech Defies Sequestration, M&As Steal the Show - Zacks Analyst Interviews",negative,neutral
12708,"IRS, Eh? Tim Hortons Deal Could Lower Burger King's Tax Bill",negative,negative
12709,"FDA Approves Changes Related to Covidien Recall, Shares Dip - Analyst Blog",negative,Negative
12710,Burger King Plans to Buy Tim Hortons to Alleviate Tax Burden - Analyst Blog,negative,positive
12711,"Company News for August 20, 2014 - Corporate Summary",neutral,Neutral
12712,"Medtronic tops, defends deal",neutral,neutral
12713,"Medtronic (MDT) Q1 Earnings, Revenues Beat; Margins Drop - Analyst Blog",neutral,Neutral
12714,Is Medtronic (MDT) Poised to Beat Q1 Earnings Estimates? - Analyst Blog,neutral,Neutral
12715,Retail Sector Earnings in Focus - Earnings Preview,neutral,Neutral
12716,Boston Scientific Poised on Core Market Stabilization - Analyst Blog,neutral,Neutral
12717,Cardinal Health Gains on Enhanced Share Repurchase Program - Analyst Blog,neutral,1)
12718,What Makes Edwards Lifesciences (EW) a Buy? - Analyst Blog,positive,Neutral
12719,St. Jude Medical Completes Acquiring Pain Solutions Maker - Analyst Blog,positive,Positive
12720,ResMed (RMD) Launches Air Solutions for Improved SDB Therapy - Analyst Blog,neutral,neutral
12721,Can Applied Materials (AMAT) Surprise Earnings this Season? - Analyst Blog,neutral,neutral
12722,"Impressive Q2 for CVS, Adjusted Medicaid Rate Adds to Margin - Analyst Blog",neutral,1)
12723,"Medtronic Up on Quadripolar Lead, CRT-D Devices' FDA Approval - Analyst Blog",neutral,1)
12724,"Zimmer Posts Poor Americas Sales, Upbeat on Biomet Takeover - Analyst Blog",neutral,Negative
12725,Will Cisco Systems' (CSCO) Earnings Surprise this Season? - Analyst Blog,neutral,Neutral
12726,CareFusion Q4 Earnings Soar and Beat Expectations - Analyst Blog,positive,1)
12727,Will Progenics (PGNX) Disappoint this Earnings Season? - Analyst Blog,neutral,Neutral
12728,Wright Medical Group Continues to See Wider Loss - Analyst Blog,neutral,2)
12729,Will CareFusion Corp. (CFN) Miss Earnings Estimates? - Analyst Blog,neutral,Neutral
12730,Will CVS Caremark (CVS) Surprise Earnings this Quarter? - Analyst Blog,positive,Neutral
12731,Outlook for August 2014,neutral,Neutral
12732,Is Cardinal Health (CAH) Poised to Beat Earnings Estimates? - Analyst Blog,neutral,Neutral
12733,Mairs & Power Balanced Fund Second Quarter 2014 Commentary,positive,Neutral
12734,Bill Frels Comments on Medtronic Inc,positive,Neutral
12735,Bill Frels' Mairs & Power Growth Fund Second Quarter 2014 Commentary,positive,neutral
12736,United Therapeutics (UTHR) Up on Q2 Earnings & Revenue Beat - Analyst Blog,positive,1)
12737,"Tax Inversion: Boon for Firms & Investors, Bane for U.S. Treasury - Analyst Blog",positive,Neutral
12738,"Edwards Lifesciences Tops Q2 Earnings and Revenues, Guides Up - Analyst Blog",neutral,Positive
12739,Tax Inversion Puts These 3 Mutual Funds in Focus - Best of Funds,neutral,Neutral
12740,"Top 3 MedTech Stocks, Poised to Gain on Earnings - Earnings ESP",neutral,1)
12741,How Obama Could End Walgreen's Tax-Inversion Hopes,neutral,Neutral
12742,Covidien Beats on Q3 Earnings but Revenues Miss - Analyst Blog,neutral,Neutral
12743,FT: 25 More Firms May Seek Tax Breaks Overseas,neutral,Neutral
12744,Will Congress Scuttle the AbbVie-Shire Merger?,neutral,neutral
12745,"Stryker Q2 Earnings Rise Marginally, Lag Estimates - Analyst Blog",neutral,Neutral
12746,"Abbott, St. Jude Top Views, But Stocks Under Pressure",negative,Negative
12747,Mylan (MYL) Joins the Tax-Inversion Wave - Analyst Blog,negative,Neutral
12748,"Is Medical Device Stock Boston Scientific Corporation (BSX) a Value Stock? MDT, STJ & IHI",negative,Neutral
12749,Stryker Continues Growth Spree via Acquisitions - Analyst Blog,neutral,1)
12750,St. Jude Medical Looks Attractive With Solid Returns - Analyst Blog,negative,1)
12751,St. Jude Medical Hits New Lifetime High - Analyst Blog,neutral,1)
12752,"In Pursuit of Shire, AbbVie Eyes Lower Taxes in UK",neutral,negative
12753,M&A Activity Hits 7-Year Peak: Next 3 Takeover Targets - Analyst Blog,neutral,Neutral
12754,Medtronic's MiniMed Insulin Pump: A Key to Type 2 Diabetes Cure - Analyst Blog,neutral,Neutral
